Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_stores_Aldi,num_stores_Food_City,num_stores_Food_Lion_Grocery_Store,num_stores_Ingles,num_stores_Kroger,num_stores_Piggly_Wiggly,num_stores_Publix,num_stores_Sprouts_Farmers_Market,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,total_visit_Aldi,total_visit_Food_City,total_visit_Food_Lion_Grocery_Store,total_visit_Ingles,total_visit_Kroger,total_visit_Piggly_Wiggly,total_visit_Publix,total_visit_Sprouts_Farmers_Market,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,num_grocery_stores,total_grocery_visit
8,Marshalls,TN,35.03060566,-85.1603834,404148,"35.03060566,-85.1603834",2,2,0,0,0,0,2,0,1,0,0,1,1,0,0,311052,679973,0,0,0,0,1570697,0,363510,0,0,623293,395194,0,0,9,3943719
9,Marshalls,TN,36.50635176,-87.27211958,380377,"36.50635176,-87.27211958",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,426001,0,0,0,1446650,0,0,0,0,0,0,0,0,3,1872651
10,Marshalls,TN,35.1717264,-89.79537508,376821,"35.1717264,-89.79537508",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,183375,0,0,0,3831425,0,0,0,0,0,0,0,0,0,0,4,4014800
11,Marshalls,TN,36.18078371,-86.63873721,357338,"36.18078371,-86.63873721",0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,366969,0,2052841,0,781881,0,0,0,0,0,0,0,0,4,3201691
12,Marshalls,TN,36.058481,-89.38297864,346149,"36.058481,-89.38297864",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888682,0,0,0,0,0,0,0,0,0,0,1,888682
13,Marshalls,TN,35.85514928,-86.42752802,345718,"35.85514928,-86.42752802",1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,208080,0,0,0,1194441,0,586670,289414,0,0,0,634993,0,0,0,6,2913598
14,Marshalls,TN,35.05252409,-89.80833985,340179,"35.05252409,-89.80833985",1,0,0,0,4,0,0,1,0,0,1,1,1,0,0,161518,0,0,0,4329661,0,0,530261,0,0,787341,759544,547879,0,0,9,7116204
15,Marshalls,TN,35.15531384,-85.2457901,319111,"35.15531384,-85.2457901",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,197913,493272,0,0,0,0,1049236,0,0,0,0,521733,0,0,0,4,2262154
16,Marshalls,TN,35.9487633,-86.8177021,294725,"35.9487633,-86.8177021",2,0,0,0,1,0,3,1,0,0,0,0,1,0,0,212424,0,0,0,616885,0,1885356,355918,0,0,0,0,904768,0,0,8,3975351
17,Marshalls,TN,35.20774682,-89.89610965,274228,"35.20774682,-89.89610965",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,141717,0,0,0,2289621,0,0,0,0,0,0,0,0,0,0,3,2431338
18,Marshalls,TN,36.13668573,-86.89025267,256613,"36.13668573,-86.89025267",1,0,0,0,2,0,2,0,0,0,1,0,0,0,0,135297,0,0,0,1086793,0,1913224,0,0,0,646805,0,0,0,0,6,3782119
19,Marshalls,TN,36.17549394,-82.79590644,247037,"36.17549394,-82.79590644",1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,212609,798302,0,507739,0,0,455931,0,0,0,0,0,0,0,0,5,1974581
20,Marshalls,TN,36.03737298,-83.8873844,241529,"36.03737298,-83.8873844",1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,75673,826252,0,0,1683637,0,0,0,0,0,0,0,0,0,0,5,2585562
21,Marshalls,TN,36.32191681,-86.6014702,199711,"36.32191681,-86.6014702",1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,208408,0,0,0,1798727,0,508425,0,0,0,0,0,0,0,0,4,2515560
1,Marshalls,FL,26.6834479,-80.22362638,819819,"26.6834479,-80.22362638",0,0,0,0,0,0,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3391729,350351,249086,273927,0,0,0,290115,66928,9,4622136
2,Marshalls,FL,29.11130473,-81.03616413,754601,"29.11130473,-81.03616413",0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2156466,0,0,0,0,654059,0,397994,55846,5,3264365
3,Marshalls,FL,27.63733172,-80.44914495,702859,"27.63733172,-80.44914495",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,907942,0,0,0,0,0,0,0,56806,2,964748
4,Marshalls,FL,28.52103765,-81.58389624,650072,"28.52103765,-81.58389624",2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,397017,0,0,0,0,0,2110017,0,0,0,0,0,0,0,0,5,2507034
5,Marshalls,FL,25.86463408,-80.31606456,622791,"25.86463408,-80.31606456",1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,266960,0,0,0,0,0,4383133,0,0,0,0,2376702,0,0,0,7,7026795
6,Marshalls,FL,29.86862798,-81.32534911,599968,"29.86862798,-81.32534911",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,247066,0,0,0,0,0,945844,0,0,0,0,0,0,328952,92268,4,1614130
7,Marshalls,FL,25.74786693,-80.38838071,562742,"25.74786693,-80.38838071",1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,335955,0,0,0,0,0,4286044,0,0,0,0,731704,0,819950,0,7,6173653
8,Marshalls,FL,28.34226274,-81.41032988,559928,"28.34226274,-81.41032988",1,0,0,0,0,0,4,0,1,0,0,2,0,0,1,215268,0,0,0,0,0,3001373,0,259322,0,0,1385039,0,0,102408,9,4963410
9,Marshalls,FL,27.99839165,-81.96058114,559641,"27.99839165,-81.96058114",0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3806418,0,0,0,0,0,0,278253,84820,6,4169491
10,Marshalls,FL,28.20242974,-82.66406799,555623,"28.20242974,-82.66406799",0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2210101,441763,0,0,0,0,0,0,80931,5,2732795
11,Marshalls,FL,28.02853219,-82.50300763,552525,"28.02853219,-82.50300763",0,0,0,0,0,0,3,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2790635,0,280584,0,0,1686674,0,360215,0,8,5118108
12,Marshalls,FL,26.14945018,-80.32563391,548214,"26.14945018,-80.32563391",1,0,0,0,0,0,4,0,1,0,0,0,0,1,1,321452,0,0,0,0,0,3537720,0,355692,0,0,0,0,551755,89861,8,4856480
13,Marshalls,FL,30.27075293,-81.39014639,541376,"30.27075293,-81.39014639",0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2323519,0,0,0,527508,0,417351,0,64297,6,3332675
14,Marshalls,FL,29.62730729,-82.38218874,527287,"29.62730729,-82.38218874",1,0,0,0,0,0,4,0,0,1,1,0,1,0,2,336916,0,0,0,0,0,3801957,0,0,287997,836018,0,669524,0,72526,10,6004938
15,Marshalls,FL,28.53635626,-82.50622751,502202,"28.53635626,-82.50622751",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242779
16,Marshalls,FL,25.6861927,-80.42254009,483807,"25.6861927,-80.42254009",3,0,0,0,0,0,10,0,0,1,0,0,0,0,1,1258922,0,0,0,0,0,8305562,0,0,382100,0,0,0,0,99353,15,10045937
17,Marshalls,FL,27.94261139,-82.32225189,482310,"27.94261139,-82.32225189",2,0,0,0,0,0,4,0,0,1,0,0,0,1,0,467862,0,0,0,0,0,3574433,0,0,380139,0,0,0,344668,0,8,4767102
18,Marshalls,FL,25.93155015,-80.12302813,481957,"25.93155015,-80.12302813",0,0,0,0,0,0,5,0,0,2,0,0,1,2,1,0,0,0,0,0,0,5084831,0,0,1022239,0,0,1208356,1350409,104558,11,8770393
19,Marshalls,FL,28.60393079,-81.36809838,473033,"28.60393079,-81.36809838",0,0,0,0,0,0,5,1,1,0,1,1,1,0,2,0,0,0,0,0,0,3700353,347518,318836,0,873882,492679,741172,0,90070,12,6564510
20,Marshalls,FL,28.93027812,-82.01828307,466065,"28.93027812,-82.01828307",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,171629,0,0,0,0,0,908927,0,326003,0,0,0,0,0,0,3,1406559
21,Marshalls,FL,26.96015233,-80.08295057,458671,"26.96015233,-80.08295057",0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1798128,0,342207,0,0,0,0,0,45875,5,2186210
22,Marshalls,FL,30.22129622,-85.8701446,454293,"30.22129622,-85.8701446",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225589,0,0,0,0,0,0,1,225589
23,Marshalls,FL,27.79620131,-82.33245096,453903,"27.79620131,-82.33245096",1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,93406,0,0,0,0,0,2381956,237719,0,0,0,730499,0,417464,0,7,3861044
24,Marshalls,FL,27.39169372,-82.45327833,436709,"27.39169372,-82.45327833",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,632409,0,281977,365584,0,0,829590,0,0,4,2109560
25,Marshalls,FL,28.17546464,-82.35555788,435297,"28.17546464,-82.35555788",1,0,0,0,0,0,2,1,0,0,0,0,0,1,1,333749,0,0,0,0,0,2385498,328855,0,0,0,0,0,324534,125316,6,3497952
26,Marshalls,FL,27.49891405,-81.485903,429195,"27.49891405,-81.485903",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,316995,0,0,0,0,0,1024959,0,0,0,0,0,0,283253,89002,4,1714209
27,Marshalls,FL,30.44015803,-84.25826912,427271,"30.44015803,-84.25826912",0,0,0,0,0,0,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3945164,0,0,0,0,0,455722,389687,153852,8,4944425
28,Marshalls,FL,25.80987875,-80.19355365,424338,"25.80987875,-80.19355365",0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3815667,0,0,0,0,0,863779,1193924,0,7,5873370
29,Marshalls,FL,26.48581527,-81.78940397,423864,"26.48581527,-81.78940397",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
30,Marshalls,FL,28.05040396,-82.69797409,417388,"28.05040396,-82.69797409",1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,204175,0,0,0,0,0,3392877,0,0,240257,0,594578,0,0,0,7,4431887
31,Marshalls,FL,26.21278703,-80.10717035,415341,"26.21278703,-80.10717035",2,0,0,0,0,0,6,0,1,0,0,1,0,1,0,537472,0,0,0,0,0,5021535,0,390019,0,0,757405,0,292893,0,11,6999324
32,Marshalls,FL,25.48042614,-80.46169303,414816,"25.48042614,-80.46169303",1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,296086,0,0,0,0,0,2663736,0,0,0,0,722975,0,410546,0,5,4093343
33,Marshalls,FL,30.38944671,-86.43912186,406771,"30.38944671,-86.43912186",0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1531016,0,194367,0,0,0,546963,0,147558,4,2419904
34,Marshalls,FL,26.17261584,-81.80103344,406080,"26.17261584,-81.80103344",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1546556,0,203764,0,0,0,0,0,0,3,1750320
35,Marshalls,FL,27.23554687,-80.26661916,403317,"27.23554687,-80.26661916",1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,273222,0,0,0,0,0,1922603,0,0,342962,0,0,0,211438,0,6,2750225
36,Marshalls,FL,26.31571519,-80.15697515,396312,"26.31571519,-80.15697515",1,0,0,0,0,0,6,0,0,0,0,1,0,1,0,297929,0,0,0,0,0,4906099,0,0,0,0,944260,0,466128,0,9,6614416
37,Marshalls,FL,26.84377179,-80.0737879,395690,"26.84377179,-80.0737879",0,0,0,0,0,0,5,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3674284,0,0,353129,754631,0,991086,0,62829,9,5835959
38,Marshalls,FL,29.13878799,-82.19278881,394080,"29.13878799,-82.19278881",1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,217756,0,0,0,0,0,1983551,0,0,0,0,0,0,0,122214,4,2323521
39,Marshalls,FL,26.58642025,-81.86958965,393505,"26.58642025,-81.86958965",1,0,0,0,0,0,3,0,1,1,1,0,0,1,0,192245,0,0,0,0,0,2535413,0,327219,422594,548098,0,0,257582,0,8,4283151
40,Marshalls,FL,28.49535372,-81.43035435,392484,"28.49535372,-81.43035435",1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,130063,0,0,0,0,0,1758306,0,0,461074,0,488467,0,0,29092,6,2867002
41,Marshalls,FL,27.01499547,-82.14422047,376088,"27.01499547,-82.14422047",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,244671,0,0,0,0,0,944952,0,0,0,0,770068,0,0,0,3,1959691
42,Marshalls,FL,28.03888338,-80.66485967,375449,"28.03888338,-80.66485967",1,0,0,0,0,0,3,0,0,0,0,1,0,3,1,306351,0,0,0,0,0,2926731,0,0,0,0,618759,0,1167827,59149,9,5078817
43,Marshalls,FL,26.27086874,-81.79847013,374136,"26.27086874,-81.79847013",0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2665992,0,0,0,441636,0,972536,0,94937,6,4175101
44,Marshalls,FL,26.36594881,-80.1735641,367379,"26.36594881,-80.1735641",1,0,0,0,0,0,5,0,1,0,0,0,0,1,1,340853,0,0,0,0,0,4596941,0,321886,0,0,0,0,466128,100377,9,5826185
45,Marshalls,FL,26.04343239,-80.15896058,363170,"26.04343239,-80.15896058",1,0,0,0,0,0,5,0,0,0,0,1,0,1,0,383014,0,0,0,0,0,4879932,0,0,0,0,764185,0,286012,0,8,6313143
46,Marshalls,FL,26.52946565,-80.09281893,360793,"26.52946565,-80.09281893",1,0,0,0,0,0,5,0,0,1,0,1,0,0,1,63477,0,0,0,0,0,4530525,0,0,332659,0,544660,0,0,65167,9,5536488
47,Marshalls,FL,30.48249025,-81.6407356,360382,"30.48249025,-81.6407356",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,244801,0,0,0,0,0,1450882,0,0,0,0,0,0,530311,0,3,2225994
48,Marshalls,FL,26.28817959,-80.24929148,358726,"26.28817959,-80.24929148",1,0,0,0,0,0,7,0,1,1,1,1,0,0,0,296681,0,0,0,0,0,5824711,0,357329,347755,388874,562812,0,0,0,12,7778162
49,Marshalls,FL,28.67530247,-81.4710751,358512,"28.67530247,-81.4710751",1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,257554,0,0,0,0,0,1452682,0,0,0,0,887058,0,0,0,4,2597294
50,Marshalls,FL,28.39222915,-81.48445473,356655,"28.39222915,-81.48445473",0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2439100,0,0,0,0,0,0,189302,109783,4,2738185
51,Marshalls,FL,28.22398965,-81.64276718,356560,"28.22398965,-81.64276718",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52,Marshalls,FL,27.26052384,-82.51795607,350911,"27.26052384,-82.51795607",1,0,0,0,0,0,5,1,0,1,1,1,0,0,1,195747,0,0,0,0,0,3959445,312877,0,249120,842519,690664,0,0,54068,11,6304440
53,Marshalls,FL,30.17570908,-81.62667292,341760,"30.17570908,-81.62667292",1,0,0,0,0,0,3,0,1,0,1,1,1,2,1,192515,0,0,0,0,0,2197481,0,224047,0,496065,500827,566379,497512,100503,11,4775329
54,Marshalls,FL,28.47550606,-81.28715209,339297,"28.47550606,-81.28715209",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,169842,0,0,0,0,0,2702782,0,0,0,0,2351913,0,0,0,6,5224537
55,Marshalls,FL,25.62066372,-80.34234868,335509,"25.62066372,-80.34234868",0,0,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4375566,0,656538,458028,0,0,0,529015,0,8,6019147
56,Marshalls,FL,28.55145091,-80.84290999,335028,"28.55145091,-80.84290999",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,230324,0,0,0,0,0,1009843,0,0,0,0,0,0,169981,0,3,1410148
57,Marshalls,FL,26.44065508,-80.07277198,332075,"26.44065508,-80.07277198",0,0,0,0,0,0,3,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1790768,0,236735,0,672562,431792,815893,0,24617,8,3972367
58,Marshalls,FL,27.90785906,-82.50472481,331600,"27.90785906,-82.50472481",0,0,0,0,0,0,4,1,1,0,1,0,0,1,2,0,0,0,0,0,0,3235880,282179,471439,0,824432,0,0,303621,179835,10,5297386
59,Marshalls,FL,27.98832505,-82.1249478,330807,"27.98832505,-82.1249478",1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,272094,0,0,0,0,0,2552353,0,0,0,0,0,0,650201,0,4,3474648
60,Marshalls,FL,25.98142858,-80.35797757,323604,"25.98142858,-80.35797757",1,0,0,0,0,0,6,0,0,1,0,0,1,1,1,440788,0,0,0,0,0,5854776,0,0,412301,0,0,1089807,628154,94528,11,8520354
61,Marshalls,FL,28.79847527,-81.3341345,320817,"28.79847527,-81.3341345",1,0,0,0,0,0,3,0,0,0,0,1,0,1,1,251899,0,0,0,0,0,2735932,0,0,0,0,503348,0,321790,75196,7,3888165
62,Marshalls,FL,27.96626249,-82.72824974,315075,"27.96626249,-82.72824974",1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,338981,0,0,0,0,0,2899054,264749,314702,0,0,511295,0,0,0,7,4328781
63,Marshalls,FL,26.01274602,-80.25153526,309341,"26.01274602,-80.25153526",3,0,0,0,0,0,8,0,0,0,0,1,0,0,1,753445,0,0,0,0,0,7037433,0,0,0,0,704686,0,0,118505,13,8614069
64,Marshalls,FL,27.46365197,-82.63403533,305582,"27.46365197,-82.63403533",1,0,0,0,0,0,3,0,1,0,0,0,0,2,1,242535,0,0,0,0,0,3280245,0,228865,0,0,0,0,667640,100751,8,4520036
65,Marshalls,FL,26.6160286,-80.14417633,302981,"26.6160286,-80.14417633",1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,293414,0,0,0,0,0,3494140,0,0,0,0,1337684,0,0,0,7,5125238
66,Marshalls,FL,28.66364034,-81.38252103,287427,"28.66364034,-81.38252103",2,0,0,0,0,0,6,0,0,1,0,0,1,3,1,594364,0,0,0,0,0,4538518,0,0,320848,0,0,646675,1465098,45873,14,7611376
67,Marshalls,FL,28.26592456,-81.3308053,285714,"28.26592456,-81.3308053",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,167750,0,0,0,0,0,1530567,0,0,0,0,0,0,0,0,3,1698317
68,Marshalls,FL,25.8314203,-80.25975734,283748,"25.8314203,-80.25975734",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2638232,0,0,0,0,0,0,483823,0,3,3122055
69,Marshalls,FL,27.83623061,-82.68780706,279016,"27.83623061,-82.68780706",2,0,0,0,0,0,3,0,0,0,0,2,0,2,0,351698,0,0,0,0,0,3108337,0,0,0,0,1093309,0,851018,0,9,5404362
70,Marshalls,FL,30.48203772,-87.20826445,277451,"30.48203772,-87.20826445",0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1096208,0,675316,0,0,0,0,741829,65672,5,2579025
71,Marshalls,FL,30.31105405,-81.73429752,268583,"30.31105405,-81.73429752",1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,229784,0,0,0,0,0,2665540,0,0,0,0,0,0,1308322,68393,7,4272039
72,Marshalls,FL,28.19081911,-82.45722617,268041,"28.19081911,-82.45722617",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046910,0,0,0,0,0,0,0,0,3,3046910
73,Marshalls,FL,26.23680797,-80.20107708,266804,"26.23680797,-80.20107708",2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,473818,0,0,0,0,0,4712550,0,0,0,0,0,0,553146,0,8,5739514
74,Marshalls,FL,29.26168687,-81.02659535,264460,"29.26168687,-81.02659535",0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1384630,0,0,0,0,616339,0,774950,109568,7,2885487
75,Marshalls,FL,26.06015291,-81.69784683,242889,"26.06015291,-81.69784683",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,172104,0,0,0,0,0,650136,0,199436,0,0,0,0,0,0,3,1021676
76,Marshalls,FL,28.33256231,-81.47381297,242170,"28.33256231,-81.47381297",2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,405926,0,0,0,0,0,1914416,0,0,0,0,836218,0,0,0,5,3156560
77,Marshalls,FL,28.54893327,-81.34961019,236513,"28.54893327,-81.34961019",0,0,0,0,0,0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2925894,0,318836,329054,0,647037,0,224582,0,8,4445403
78,Marshalls,FL,28.55435066,-81.47929418,235265,"28.55435066,-81.47929418",0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2801803,0,0,0,0,731385,0,386170,56312,6,3975670
79,Marshalls,FL,25.93840204,-80.2473497,233046,"25.93840204,-80.2473497",1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,185112,0,0,0,0,0,0,0,0,0,0,920161,0,852334,0,4,1957607
80,Marshalls,FL,26.18834769,-80.20689326,223103,"26.18834769,-80.20689326",2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,382889,0,0,0,0,0,4656419,0,0,0,0,0,0,162927,0,8,5202235
81,Marshalls,FL,30.14840093,-81.75340135,211309,"30.14840093,-81.75340135",1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,219737,0,0,0,0,0,1430825,0,0,0,0,0,0,0,41283,4,1691845
82,Marshalls,FL,27.78893025,-82.73017403,201749,"27.78893025,-82.73017403",0,0,0,0,0,0,6,0,0,1,0,1,0,3,2,0,0,0,0,0,0,5017009,0,0,372268,0,495820,0,808450,87545,13,6781092
83,Marshalls,FL,26.11916123,-80.17708116,188704,"26.11916123,-80.17708116",1,0,0,0,0,0,2,0,1,0,0,0,1,2,0,220319,0,0,0,0,0,1705521,0,498725,0,0,0,475549,751316,0,7,3651430
84,Marshalls,FL,25.77398514,-80.32171357,175715,"25.77398514,-80.32171357",1,0,0,0,0,0,6,0,1,0,0,1,0,0,0,464096,0,0,0,0,0,5899423,0,311004,0,0,902598,0,0,0,9,7577121
85,Marshalls,FL,28.65364973,-81.20987675,150855,"28.65364973,-81.20987675",1,0,0,0,0,0,4,1,0,0,0,1,0,1,1,368275,0,0,0,0,0,3764285,480198,0,0,0,814954,0,490480,103722,9,6021914
86,Marshalls,FL,27.07493951,-82.42337358,127309,"27.07493951,-82.42337358",0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2248942,0,0,0,0,0,0,518239,67242,6,2834423
87,Marshalls,FL,27.89163011,-82.78264183,114594,"27.89163011,-82.78264183",1,0,0,0,0,0,7,0,0,0,0,2,0,2,1,233930,0,0,0,0,0,5041304,0,0,0,0,1168637,0,709292,55206,13,7208369
1,Marshalls,AL,34.67480735,-86.5457253,579489,"34.67480735,-86.5457253",0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,624766,0,834031,0,347958,0,0,520059,0,0,0,4,2326814
2,Marshalls,AL,30.37788523,-87.68632428,560818,"30.37788523,-87.68632428",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,219442,702358,0,0,0,0,0,0,388562,0,3,1310362
3,Marshalls,AL,32.3596849,-86.15858661,459410,"32.3596849,-86.15858661",0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1911771,0,0,0,0,1046744,462819,603234,0,5,4024568
4,Marshalls,AL,30.67761061,-88.12260762,418587,"30.67761061,-88.12260762",0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,75285,2205601,0,670136,0,0,629763,397870,504933,0,7,4483588
5,Marshalls,AL,33.36105771,-86.85386633,395458,"33.36105771,-86.85386633",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,308383,0,0,0,0,0,948895,287012,0,0,0,0,0,0,0,3,1544290
6,Marshalls,AL,33.63910488,-86.62771501,330430,"33.63910488,-86.62771501",1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,292778,0,0,0,0,0,1830084,0,0,0,0,0,0,469357,0,4,2592219
7,Marshalls,AL,34.75430438,-86.74775761,266024,"34.75430438,-86.74775761",1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,157785,0,0,0,1178949,0,1725924,217720,0,0,0,505329,0,0,0,7,3785707
