,Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction
291,63,Marshalls,FL,26.01274602,-80.25153526,309341,"26.01274602,-80.25153526",12,18,31,6,1105.0647140212366,880.0208250594148,799.1949646079385,690.3937312299355,2478.0833333333335,2137.8333333333335,1551.421052631579,1400.0,0.0,23.0,0.0,14.0,0.0,0.0,3.0,57.0,1.0,8.0,1.0
292,64,Marshalls,FL,27.46365197,-82.63403533,305582,"27.46365197,-82.63403533",0,12,11,2,,959.5063695110565,885.5283103502281,758.0617760617761,,1794.1,1678.2222222222222,1319.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,2.0,1.0
293,65,Marshalls,FL,26.6160286,-80.14417633,302981,"26.6160286,-80.14417633",4,6,18,13,1105.77357638901,993.0684039047479,934.1406761681818,780.1239494226481,2005.0,1725.75,1404.4444444444443,1319.3333333333333,0.0,11.0,0.0,3.0,0.0,1.0,1.0,29.0,2.0,7.0,3.0
294,66,Marshalls,FL,28.66364034,-81.38252103,287427,"28.66364034,-81.38252103",14,36,28,1,1096.4895941469822,926.6701957597381,845.9693120007813,699.4285714285714,1826.0714285714287,1661.4545454545455,1254.3333333333333,1244.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,66.0,0.0,12.0,1.0
295,67,Marshalls,FL,28.26592456,-81.3308053,285714,"28.26592456,-81.3308053",0,5,26,3,,1037.4252861811392,831.7043878485634,722.2,,1616.25,1092.3333333333333,,0.0,19.0,0.0,8.0,0.0,0.0,0.0,21.0,2.0,10.0,1.0
296,68,Marshalls,FL,25.8314203,-80.25975734,283748,"25.8314203,-80.25975734",1,4,33,117,1091.2212389380531,974.6231141726953,846.838685654626,681.8585608309872,2050.0,1776.5,1282.5,1207.68,0.0,80.0,0.0,34.0,0.0,0.0,1.0,81.0,10.0,54.0,10.0
297,69,Marshalls,FL,27.83623061,-82.68780706,279016,"27.83623061,-82.68780706",3,6,27,14,985.1682301522934,1076.1826533565395,816.6728132495922,712.0630695991374,2150.6666666666665,1864.8333333333333,1268.3846153846155,1153.125,0.0,14.0,0.0,5.0,0.0,0.0,0.0,41.0,2.0,6.0,1.0
298,70,Marshalls,FL,30.48203772,-87.20826445,277451,"30.48203772,-87.20826445",0,8,20,20,,1041.7426272121925,884.4742117654898,787.6694346711096,,1647.7142857142858,1239.0666666666666,1056.7,0.0,11.0,0.0,4.0,0.0,0.0,0.0,42.0,1.0,4.0,1.0
299,71,Marshalls,FL,30.31105405,-81.73429752,268583,"30.31105405,-81.73429752",4,2,19,16,939.0595792594327,945.3629326047359,840.7021799618637,780.9463189018486,1917.5,1269.0,965.4545454545455,885.2,0.0,14.0,0.0,4.0,0.0,0.0,0.0,36.0,0.0,4.0,1.0
300,72,Marshalls,FL,28.19081911,-82.45722617,268041,"28.19081911,-82.45722617",1,6,3,0,1013.6044776119403,1039.077819070619,,,2114.0,1817.1666666666667,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,2.0
301,73,Marshalls,FL,26.23680797,-80.20107708,266804,"26.23680797,-80.20107708",7,40,18,2,1051.2029376633525,990.3664622943602,958.9399720949064,805.8045977011494,2421.714285714286,1929.1818181818182,1732.3333333333333,,0.0,11.0,0.0,2.0,0.0,0.0,4.0,59.0,1.0,7.0,1.0
302,74,Marshalls,FL,29.26168687,-81.02659535,264460,"29.26168687,-81.02659535",0,0,4,18,,,868.2142904819117,747.6744212962964,,,1265.0,1152.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,15.0,1.0,6.0,0.0
303,75,Marshalls,FL,26.06015291,-81.69784683,242889,"26.06015291,-81.69784683",1,3,5,0,1080.3181818181818,1081.270643274854,992.7261904761905,,2432.0,2314.0,,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0
304,76,Marshalls,FL,28.33256231,-81.47381297,242170,"28.33256231,-81.47381297",10,12,30,17,994.6236896899275,1000.7086086108326,974.2112818449586,789.1799027399334,1845.4,1809.0,1641.0,1188.0,0.0,18.0,0.0,5.0,2.0,1.0,3.0,39.0,8.0,15.0,7.0
305,77,Marshalls,FL,28.54893327,-81.34961019,236513,"28.54893327,-81.34961019",25,19,67,20,953.3184862053386,919.5708898555263,835.1593217166593,679.5638639335594,2190.9583333333335,1892.5,1405.7307692307693,1227.3333333333333,0.0,21.0,0.0,8.0,1.0,0.0,3.0,92.0,9.0,25.0,5.0
306,78,Marshalls,FL,28.55435066,-81.47929418,235265,"28.55435066,-81.47929418",4,24,25,23,1105.1280045491926,978.2858954745676,944.3356887996895,754.7302846361702,1881.5,1696.1666666666667,1252.5,994.5714285714286,0.0,28.0,0.0,5.0,0.0,1.0,3.0,60.0,3.0,8.0,5.0
307,79,Marshalls,FL,25.93840204,-80.2473497,233046,"25.93840204,-80.2473497",0,12,27,49,,948.3497837049855,909.9345402474956,754.4634179030575,,1821.2,1878.0,1306.5294117647059,0.0,51.0,0.0,16.0,0.0,0.0,1.0,65.0,4.0,16.0,3.0
308,80,Marshalls,FL,26.18834769,-80.20689326,223103,"26.18834769,-80.20689326",3,20,46,10,1098.049449387492,985.4326327716166,918.5488293833956,942.9922748894717,2212.3333333333335,1869.5,1489.258064516129,1496.7142857142858,0.0,16.0,0.0,4.0,0.0,0.0,6.0,70.0,4.0,4.0,1.0
309,81,Marshalls,FL,30.14840093,-81.75340135,211309,"30.14840093,-81.75340135",0,10,14,0,,1018.5719569681345,912.3099396936718,,,1347.2222222222222,1302.5,,0.0,7.0,0.0,1.0,0.0,0.0,1.0,21.0,0.0,3.0,0.0
310,82,Marshalls,FL,27.78893025,-82.73017403,201749,"27.78893025,-82.73017403",0,6,13,12,,725.3096113314783,926.4041909223977,772.2276555914679,,1663.25,1454.1666666666667,1199.0,0.0,9.0,0.0,6.0,1.0,0.0,0.0,27.0,1.0,3.0,0.0
311,83,Marshalls,FL,26.11916123,-80.17708116,188704,"26.11916123,-80.17708116",24,19,87,40,1019.9678946192082,958.3192668042268,781.9979991699146,820.6917511416468,2820.2380952380954,2177.133333333333,1376.6315789473683,1179.8,0.0,38.0,0.0,11.0,0.0,0.0,2.0,101.0,22.0,40.0,10.0
312,84,Marshalls,FL,25.77398514,-80.32171357,175715,"25.77398514,-80.32171357",14,18,29,27,958.0542808910526,942.4239922519458,718.9743836524995,677.730681635735,2610.2,2427.2,1504.2857142857142,1327.8125,6.0,12.0,0.0,7.0,0.0,0.0,0.0,66.0,4.0,12.0,6.0
313,85,Marshalls,FL,28.65364973,-81.20987675,150855,"28.65364973,-81.20987675",3,12,12,0,1371.6749221023795,1134.7747648738791,1161.5662018767493,,2557.0,2113.9,1968.0,,5.0,4.0,0.0,1.0,0.0,1.0,0.0,19.0,2.0,5.0,1.0
314,86,Marshalls,FL,27.07493951,-82.42337358,127309,"27.07493951,-82.42337358",0,1,9,1,,878.3333333333334,809.6265678116773,,,1278.0,1389.75,,0.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0
315,87,Marshalls,FL,27.89163011,-82.78264183,114594,"27.89163011,-82.78264183",2,6,22,17,967.5132890365448,875.2249361291641,913.8431397411692,747.410044811653,1580.0,1594.8333333333333,1379.2631578947369,1218.4285714285713,0.0,14.0,0.0,4.0,0.0,0.0,5.0,39.0,0.0,6.0,2.0
316,1,Marshalls,AL,34.67480735,-86.5457253,579489,"34.67480735,-86.5457253",1,3,14,5,1049.7767220902613,932.9830591705899,961.5479622051769,786.8342721627193,1514.0,1204.3333333333333,1039.5,796.6,0.0,3.0,0.0,2.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0
317,2,Marshalls,AL,30.37788523,-87.68632428,560818,"30.37788523,-87.68632428",0,2,5,4,,1124.7208333333333,1069.4314024390244,723.471875,,1076.5,1139.0,1006.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,10.0,0.0,1.0,0.0
318,3,Marshalls,AL,32.3596849,-86.15858661,459410,"32.3596849,-86.15858661",0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
319,4,Marshalls,AL,30.67761061,-88.12260762,418587,"30.67761061,-88.12260762",0,5,20,35,,1186.6060317460317,1018.4536695700431,740.6723668779324,,1576.8,978.3684210526316,756.952380952381,2.0,11.0,0.0,6.0,1.0,0.0,0.0,55.0,0.0,5.0,0.0
320,5,Marshalls,AL,33.36105771,-86.85386633,395458,"33.36105771,-86.85386633",0,11,1,0,,1010.3391759609427,,,,1335.375,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0
321,6,Marshalls,AL,33.63910488,-86.62771501,330430,"33.63910488,-86.62771501",0,3,8,13,,1023.2081675603989,956.929833223612,903.7191413507136,,1241.0,787.8333333333334,719.2222222222222,0.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0
322,7,Marshalls,AL,34.75430438,-86.74775761,266024,"34.75430438,-86.74775761",2,12,13,0,1070.3362986907155,1054.126331240174,1049.3211775878442,,1460.0,1334.3333333333333,1156.25,,0.0,4.0,0.0,4.0,0.0,0.0,0.0,17.0,1.0,3.0,6.0
